Current Designation,Department Affiliation,Years of Service,Specialization Areas,Academic Qualifications,Patent Count,Publication Records (Journals),Publication Records (Conferences),Research Project Involvement,Citation Metrics,Core Courses Count (CS),Electives Count (CS),Lab Courses Count (CS),Student Count per Course (CS),Interdisciplinary Courses (Non-CS),Foundation Courses (Non-CS),Student Count per Course (Non-CS),Subject Knowledge (1-10),Teaching Methodology (1-10),Communication Clarity (1-10),Student Engagement (1-10),Doubt Resolution (1-10),Semester-wise Performance Trends (1-10),Implementation of Previous Feedback (1-10),Teaching Innovation Metrics (1-10),Student Success Rates (1-10),Course Completion Effectiveness (1-10),New Designation,Future Designation
2,4,20,3,2,4,48,50,6,8500,1,0,3,76,2,2,134,2,1,10,8,10,1,10,9,5,3,0,4
2,6,10,5,1,2,35,36,10,5034,2,3,5,78,3,3,141,8,5,4,9,7,5,2,8,7,4,1,5
0,5,22,5,0,0,18,7,2,4739,3,3,3,136,3,4,110,8,7,5,6,10,7,9,10,10,1,0,4
0,6,22,4,1,8,0,45,8,626,2,1,2,24,0,0,33,10,4,6,8,2,5,7,4,8,6,0,4
1,3,1,0,0,0,5,9,11,4414,2,2,1,120,1,1,59,9,4,5,4,9,9,7,5,9,9,0,2
2,8,5,1,3,8,7,12,8,2728,4,1,4,93,2,0,40,2,9,5,4,1,4,2,4,10,10,0,3
0,9,12,1,3,3,7,17,17,6466,3,3,4,52,0,3,135,7,8,9,5,9,7,3,3,8,2,0,5
1,4,14,2,1,1,15,1,11,4060,3,0,4,84,1,2,96,1,6,10,9,1,2,2,10,2,5,1,5
1,4,10,0,3,10,24,47,2,4987,4,2,2,72,2,5,141,8,2,2,10,4,6,8,7,3,10,0,5
1,0,11,3,1,2,10,21,1,2492,3,3,1,94,2,0,142,6,10,7,7,1,1,3,6,9,8,1,5
2,9,22,3,0,9,19,46,12,3045,4,3,1,103,3,5,69,8,3,6,2,7,1,10,8,3,1,0,4
1,4,6,1,3,8,27,47,15,2067,5,3,2,39,3,3,139,8,10,4,1,9,3,2,9,7,10,0,3
1,3,5,4,2,1,44,2,20,6042,3,1,5,95,3,2,110,8,9,7,9,5,10,8,5,1,4,0,3
2,5,22,0,2,4,47,10,5,5320,3,2,2,94,3,5,107,5,1,6,3,2,1,3,1,3,6,0,4
1,6,8,4,0,4,38,18,2,6276,5,3,5,79,0,5,53,6,8,1,7,6,3,7,10,6,10,0,3
1,4,9,2,2,3,22,20,1,243,1,3,5,27,2,5,121,3,2,2,1,10,8,2,6,10,8,0,3
2,8,20,0,2,8,13,27,7,7700,5,1,4,116,3,2,77,4,3,2,10,4,2,4,1,5,5,0,4
1,1,15,1,1,4,49,24,9,9829,2,1,2,72,1,5,79,9,2,10,1,8,5,8,10,7,2,0,0
2,3,17,4,3,3,33,43,12,6541,3,1,4,48,0,4,66,3,7,4,7,10,4,4,10,2,4,2,0
1,3,19,1,1,4,13,2,8,8846,5,3,4,90,2,2,100,3,3,7,10,7,4,7,8,9,10,0,0
2,5,15,5,2,9,42,49,17,4266,2,2,1,138,2,4,28,4,9,6,6,9,8,7,6,4,10,0,0
1,6,9,2,2,3,22,20,1,243,1,3,5,27,2,5,121,3,2,2,1,10,8,2,6,10,8,0,3
0,3,11,1,3,6,20,21,7,3979,1,1,2,92,2,5,129,10,5,3,1,10,3,2,1,1,3,0,5
0,7,27,5,0,1,3,12,11,4302,4,1,3,50,2,1,22,8,1,6,10,6,8,2,3,1,8,0,1
2,1,13,1,2,2,14,12,15,252,4,1,1,45,0,0,46,5,1,9,1,3,4,4,3,6,6,1,5
0,6,18,4,3,7,16,12,5,1230,1,3,1,33,2,5,118,9,4,10,6,2,7,2,2,3,6,2,0
2,5,27,1,2,0,3,14,10,7923,3,2,5,92,1,0,114,5,7,2,4,9,5,10,6,1,3,0,1
0,7,1,1,2,5,32,17,1,4294,5,1,4,50,2,1,138,2,9,9,7,7,2,7,1,10,8,0,2
2,5,15,2,2,5,19,3,0,7249,5,0,2,96,1,0,81,7,7,1,9,8,9,9,8,5,2,0,0
1,4,8,4,0,4,38,18,2,6276,5,3,5,79,0,5,53,6,8,1,7,6,3,7,10,6,10,0,3
2,0,19,3,2,3,50,11,13,3523,5,1,5,61,3,2,79,6,3,5,9,9,3,5,4,10,10,0,0
0,3,5,0,3,1,47,0,17,698,1,3,2,142,1,3,117,5,6,5,1,4,4,9,7,2,7,0,3
1,7,20,0,1,7,43,13,12,3253,1,2,1,86,3,1,68,7,6,10,2,1,10,1,5,5,1,0,4
2,5,18,1,1,9,12,46,8,7722,4,1,4,27,3,0,72,1,3,6,10,1,10,8,7,2,2,0,0
2,4,15,1,3,4,25,36,9,4434,3,3,5,34,1,4,97,10,2,10,9,2,10,3,7,7,6,2,0
0,3,30,2,0,6,15,31,17,6799,5,0,5,107,1,1,93,9,1,5,2,6,4,1,2,5,1,0,1
1,2,15,3,1,6,25,14,6,9696,5,0,5,34,3,5,66,5,8,7,2,5,3,8,10,10,2,0,0
1,2,6,1,3,8,27,47,15,2067,5,3,2,39,3,3,139,8,10,4,1,9,3,2,9,7,10,0,3
0,5,6,1,0,5,7,16,20,6921,2,0,3,87,2,0,23,4,7,10,10,9,9,7,10,3,2,0,3
2,5,30,0,0,4,39,33,7,9686,2,3,2,88,2,0,42,10,5,8,4,4,3,8,10,2,1,0,1
1,5,20,1,3,4,45,36,11,150,4,2,2,62,2,4,30,4,7,1,10,4,6,3,8,8,9,2,4
1,6,29,0,2,5,47,49,7,8092,1,2,5,43,1,1,46,8,3,4,6,4,7,10,2,5,9,0,1
2,0,23,3,2,9,0,20,18,8965,1,0,4,63,1,2,117,3,8,7,4,4,3,4,10,10,1,0,4
1,3,15,4,2,10,20,44,8,9327,4,0,2,83,0,5,56,7,4,1,4,3,6,10,4,7,9,0,0
2,3,26,1,3,6,28,44,17,4571,5,2,1,130,0,4,59,1,3,8,4,9,8,2,2,3,7,2,1
1,5,14,4,0,2,22,6,15,2081,1,1,2,48,0,2,44,2,1,1,3,5,7,3,5,6,2,0,5
0,4,28,3,3,3,32,15,18,1929,2,0,3,144,2,3,141,6,7,10,5,5,2,2,7,2,5,2,1
1,7,19,3,3,1,30,4,7,2193,4,3,5,147,0,1,22,1,8,8,3,3,8,7,7,1,8,2,0
1,2,21,0,0,6,24,39,4,5837,4,1,3,25,1,0,116,7,2,5,1,2,5,8,8,3,9,0,4
0,2,24,4,1,3,43,39,0,7431,3,1,5,117,2,3,118,5,5,4,7,9,5,2,3,9,3,0,4
0,1,6,4,0,8,36,44,17,760,3,1,5,70,2,2,84,9,6,8,8,5,5,5,1,1,10,0,3
0,4,25,5,1,6,24,31,9,5504,5,1,2,129,0,3,99,5,8,9,8,4,2,3,8,4,9,0,1
2,4,18,5,1,6,43,41,1,8122,1,0,1,98,3,0,41,8,5,6,8,6,4,4,2,5,2,0,0
1,6,26,3,3,8,44,46,10,3264,2,3,2,107,2,2,89,9,6,2,9,1,4,9,2,2,9,2,1
1,0,23,5,2,2,39,42,3,9715,1,2,1,45,0,4,59,4,9,10,4,10,9,2,10,9,9,0,4
1,0,16,3,2,4,45,1,5,1445,1,0,3,25,2,2,61,8,6,10,5,3,2,10,10,2,2,0,0
2,9,14,1,1,10,1,12,19,7934,2,0,2,95,0,5,38,5,5,4,2,8,5,4,3,8,3,1,5
0,9,21,1,2,9,46,19,12,3975,2,2,3,65,3,1,146,6,10,9,2,8,8,5,10,9,1,0,4
1,7,7,5,3,7,38,19,9,201,5,0,2,95,0,3,21,10,2,10,1,5,5,3,1,4,4,0,3
2,1,12,1,0,2,50,5,7,5833,1,1,4,83,0,5,133,6,6,10,7,9,6,2,1,9,3,0,5
1,7,6,4,1,7,0,39,1,4704,4,3,4,145,0,5,141,8,10,1,5,5,4,2,6,10,3,0,3
1,3,7,3,2,6,46,39,10,5470,5,0,1,32,1,1,61,8,6,10,8,5,4,1,8,6,3,0,3
2,5,22,2,3,5,14,45,16,4076,1,0,5,62,3,4,89,10,3,3,7,6,5,7,2,7,4,2,4
2,8,21,5,0,7,38,31,3,7998,1,3,4,34,1,0,54,3,3,2,8,10,8,6,4,7,5,0,4
0,2,14,0,3,10,16,9,2,3254,4,1,1,78,2,1,23,8,1,10,6,9,1,1,10,2,7,0,5
2,3,11,1,1,3,27,10,1,3725,1,0,1,87,3,3,22,4,1,5,8,6,10,10,8,1,3,1,5
1,0,23,2,2,0,20,25,8,6151,2,1,1,105,0,3,145,2,2,4,5,7,1,3,7,9,5,0,4
1,2,6,1,3,8,27,47,15,2067,5,3,2,39,3,3,139,8,10,4,1,9,3,2,9,7,10,0,3
1,8,18,0,1,5,22,37,12,2806,5,1,4,81,2,1,84,1,3,6,10,7,1,6,6,4,8,0,0
2,5,8,0,0,0,22,7,7,3453,2,3,4,46,0,4,66,6,8,8,7,2,6,1,10,8,9,0,3
1,4,29,3,2,1,31,34,12,7044,2,1,2,23,3,2,25,4,5,10,7,9,5,7,3,10,4,0,1
2,0,2,2,2,5,36,34,11,4131,1,2,2,91,3,1,57,10,9,4,1,8,10,3,6,3,3,0,2
1,7,25,3,2,6,21,4,10,9565,3,1,1,49,2,5,86,8,3,2,1,6,1,9,8,10,3,0,1
0,7,13,3,3,7,3,32,7,4265,4,0,5,44,0,0,145,4,4,4,2,8,10,6,10,5,9,0,5
1,9,4,4,0,0,37,24,5,4683,1,1,4,33,1,4,34,10,2,7,7,4,3,1,7,6,1,0,2
1,8,10,1,1,1,50,10,20,8845,1,3,4,68,0,1,131,10,3,2,10,10,9,1,4,4,4,1,5
1,2,13,4,1,5,11,31,6,2695,2,0,3,88,3,2,54,9,2,6,8,1,8,3,2,1,4,1,5
0,2,11,3,2,8,11,33,7,6809,3,3,3,104,3,0,40,2,6,3,10,7,6,1,9,6,2,1,5
0,7,12,0,3,10,24,50,8,846,3,3,1,148,1,3,62,1,7,4,7,10,5,1,8,2,1,0,5
0,5,3,5,3,1,1,14,14,8425,2,3,5,92,2,0,21,3,10,1,3,9,1,7,1,1,6,0,2
1,7,29,0,2,5,47,49,7,8092,1,2,5,43,1,1,46,8,3,4,6,4,7,10,2,5,9,0,1
2,5,5,3,2,3,18,40,20,8859,5,2,1,56,2,4,118,9,8,6,7,1,6,10,5,5,1,0,3
1,2,27,5,1,0,9,38,7,2709,4,1,4,26,1,5,143,6,3,7,4,9,2,4,9,5,9,0,1
1,7,21,3,0,2,38,3,19,5651,4,3,2,147,0,1,77,1,10,1,8,4,1,2,6,9,2,0,4
1,1,13,0,0,7,27,31,9,6161,3,2,2,129,0,0,111,8,10,3,5,7,6,4,8,3,4,0,5
2,9,10,2,0,6,50,32,3,4394,3,0,2,112,0,3,101,6,9,2,8,7,6,1,9,3,5,0,5
1,1,13,1,1,8,8,39,16,5670,5,1,3,120,3,2,55,7,1,9,7,10,9,6,5,5,9,1,5
2,6,17,4,0,10,30,9,2,2441,1,3,5,101,3,5,32,3,7,2,10,4,8,6,5,2,10,0,0
1,7,30,3,1,2,3,16,6,5705,5,1,1,67,3,4,39,8,8,5,6,1,10,9,8,3,10,0,1
1,1,8,5,2,10,18,47,8,351,3,3,3,60,0,1,139,7,5,5,2,5,2,5,2,2,4,0,3
1,2,30,1,0,4,6,40,5,5335,4,2,1,70,1,1,114,9,2,9,10,8,5,10,3,4,10,0,1
0,0,28,1,0,2,39,20,0,114,1,2,1,145,3,1,82,2,3,9,2,10,3,9,10,5,5,0,1
1,6,15,2,1,7,16,0,7,5729,3,1,4,85,3,3,74,10,1,7,3,3,8,2,9,2,6,0,0
2,4,25,3,3,5,13,46,5,6241,1,3,2,143,3,0,129,2,1,4,9,8,8,9,1,6,2,2,1
0,5,21,3,1,4,10,48,8,1974,1,1,1,84,1,2,27,1,10,9,9,10,9,1,7,8,8,0,4
2,1,7,1,1,2,8,15,20,8583,5,2,5,137,1,2,145,7,5,2,7,9,4,10,7,10,5,0,3
0,5,12,3,1,0,15,48,3,3471,4,0,3,41,0,5,84,4,8,4,2,8,5,3,9,10,3,1,5
2,8,30,3,0,1,29,3,19,8428,5,3,3,62,0,1,113,2,1,7,8,5,2,7,7,6,9,0,1
1,7,4,2,0,9,14,43,7,183,1,3,1,129,1,1,82,4,3,10,3,3,2,5,4,1,7,0,2
1,6,14,2,1,1,15,1,11,4060,3,0,4,84,1,2,96,1,6,10,9,1,2,2,10,2,5,1,5
0,1,21,3,1,4,10,48,8,1974,1,1,1,84,1,2,27,1,10,9,9,10,9,1,7,8,8,0,4
1,5,17,1,0,3,31,50,14,6340,1,2,5,140,1,4,49,8,6,8,2,6,3,3,2,3,5,0,0
1,8,8,2,3,4,33,42,1,7358,3,3,2,123,3,5,136,3,10,4,9,8,5,10,10,4,7,0,3
0,8,6,4,3,5,11,11,20,7806,2,0,4,131,3,5,88,3,5,3,9,2,6,1,4,5,5,0,3
1,5,15,1,1,4,49,24,9,9829,2,1,2,72,1,5,79,9,2,10,1,8,5,8,10,7,2,0,0
2,8,11,4,3,9,27,25,13,1485,3,0,3,79,3,4,61,9,10,5,2,8,1,6,5,7,6,0,5
0,5,2,2,2,3,36,47,1,7136,1,1,1,144,1,5,64,2,3,5,1,2,6,10,10,2,2,0,2
0,0,13,1,3,3,3,27,9,662,3,1,3,118,2,2,32,3,5,2,1,10,5,6,6,6,3,0,5
1,5,23,2,2,0,20,25,8,6151,2,1,1,105,0,3,145,2,2,4,5,7,1,3,7,9,5,0,4
1,8,1,3,0,0,19,28,6,4153,4,1,2,111,1,5,34,3,1,5,5,6,9,4,10,3,10,0,2
0,2,16,2,0,2,38,6,10,6903,3,0,2,69,1,2,81,9,2,6,10,6,8,5,10,8,2,0,0
2,7,14,1,0,4,39,18,0,4833,1,2,2,97,3,4,103,8,2,5,7,3,8,4,8,6,8,0,5
0,6,29,0,3,10,23,17,12,1978,1,3,1,52,1,2,115,2,3,8,7,2,8,2,2,6,6,2,1
0,5,30,4,1,4,20,39,1,1925,2,1,2,81,2,2,71,8,4,8,10,3,5,1,2,8,3,0,1
0,4,3,4,0,4,20,35,20,3040,5,3,1,125,3,0,82,5,4,6,9,9,3,10,1,6,5,0,2
1,9,6,4,1,7,0,39,1,4704,4,3,4,145,0,5,141,8,10,1,5,5,4,2,6,10,3,0,3
2,3,30,4,2,9,50,46,3,8501,1,2,3,101,3,2,57,6,7,6,8,2,6,4,5,10,5,0,1
0,3,30,5,3,6,27,11,16,5824,5,1,3,131,0,3,149,1,9,4,1,10,6,8,1,7,6,2,1
1,8,20,1,0,8,16,33,13,408,1,1,4,125,3,3,72,8,10,5,10,5,4,3,8,4,5,0,4
1,4,29,1,0,2,25,23,2,509,3,0,1,125,0,1,147,3,4,8,5,8,9,10,8,5,6,0,1
0,4,17,1,3,7,46,29,7,3533,4,3,5,133,0,0,77,7,8,5,6,5,7,4,2,4,2,2,0
0,7,16,1,3,4,32,42,2,96,2,1,5,92,1,0,35,10,9,1,9,10,8,9,3,9,3,2,0
2,1,21,5,2,8,45,10,19,3999,1,3,2,145,1,1,149,3,9,4,3,9,9,1,7,8,7,0,4
1,2,13,2,3,5,4,40,7,9250,3,0,3,89,0,5,135,4,1,9,9,5,1,8,4,4,8,0,5
1,9,22,4,0,6,34,33,13,2867,5,0,2,25,0,1,21,7,1,1,7,4,4,1,2,5,10,0,4
1,8,5,3,0,2,13,41,8,5533,4,1,1,80,3,3,144,7,9,4,5,3,2,9,5,7,9,0,3
0,8,2,2,1,4,49,48,2,1333,1,3,2,79,2,1,40,4,7,3,3,10,2,5,1,2,4,0,2
2,7,28,2,2,2,46,8,2,4149,3,3,4,108,1,0,95,7,5,4,4,3,6,3,5,5,7,0,1
2,7,20,3,2,4,48,50,6,8500,1,0,3,76,2,2,134,2,1,10,8,10,1,10,9,5,3,0,4
2,7,5,3,3,1,44,44,1,5446,5,3,1,124,3,0,49,10,5,6,3,4,7,4,4,1,3,0,3
1,4,15,1,1,10,26,3,20,1062,3,1,4,81,2,2,127,4,10,3,10,2,1,2,6,8,5,0,0
2,0,29,4,1,7,42,42,6,220,4,0,3,26,3,2,123,1,1,9,5,8,6,4,7,10,4,0,1
2,7,7,1,0,8,38,28,4,2567,1,2,2,41,1,4,95,3,10,6,4,4,2,7,2,4,10,0,3
2,5,2,0,2,9,1,3,0,4974,3,1,2,144,3,4,61,4,1,1,4,5,3,4,9,10,2,0,2
1,0,5,4,2,1,44,2,20,6042,3,1,5,95,3,2,110,8,9,7,9,5,10,8,5,1,4,0,3
2,5,15,4,1,3,0,24,8,2363,5,3,4,143,3,4,118,7,7,7,10,1,10,7,9,4,4,0,0
0,3,24,1,0,2,26,7,10,9546,5,0,1,24,1,1,98,7,9,2,7,2,10,8,4,8,10,0,4
0,4,12,4,3,5,27,38,17,5976,4,0,4,126,1,0,23,10,2,9,2,10,1,7,1,3,2,0,5
2,8,14,1,0,0,16,12,7,6881,2,3,4,93,1,1,136,3,3,1,8,5,5,9,5,2,5,0,5
2,9,14,1,0,4,39,18,0,4833,1,2,2,97,3,4,103,8,2,5,7,3,8,4,8,6,8,0,5
2,1,5,1,3,8,7,12,8,2728,4,1,4,93,2,0,40,2,9,5,4,1,4,2,4,10,10,0,3
2,9,6,3,0,7,19,13,8,9992,4,1,2,126,0,3,95,10,3,4,2,3,2,3,6,7,6,0,3
0,1,9,0,3,6,46,23,10,8694,3,3,4,94,3,1,116,7,1,1,10,5,10,6,2,5,10,0,3
2,3,25,3,3,5,13,46,5,6241,1,3,2,143,3,0,129,2,1,4,9,8,8,9,1,6,2,2,1
1,3,17,5,2,4,20,40,9,8533,3,3,1,36,0,2,71,8,1,7,1,9,10,9,4,9,1,0,0
2,4,13,3,1,4,28,16,10,1823,4,2,4,29,2,3,128,9,10,3,9,5,9,1,3,1,3,1,5
2,7,8,5,0,1,18,45,4,7721,5,0,5,56,1,4,59,1,7,4,3,8,9,3,5,6,6,0,3
1,8,3,0,2,7,17,40,0,3997,3,3,3,33,3,1,95,3,6,4,5,6,7,1,10,10,6,0,2
2,8,20,2,1,6,35,24,3,3467,1,3,5,49,0,5,52,5,5,4,10,1,2,9,6,3,4,0,4
1,4,11,4,3,7,31,44,15,1967,2,0,4,126,3,0,91,9,4,7,7,9,5,8,7,10,3,0,5
2,0,14,4,3,4,38,38,4,9098,4,1,3,32,0,5,48,9,2,10,3,2,2,6,9,7,6,0,5
1,9,1,0,0,0,5,9,11,4414,2,2,1,120,1,1,59,9,4,5,4,9,9,7,5,9,9,0,2
1,1,27,4,0,3,0,26,12,8221,1,1,2,35,3,0,37,2,4,9,10,3,10,6,6,2,1,0,1
2,1,17,3,1,7,29,8,17,4624,4,0,5,89,3,1,115,2,2,6,1,10,10,10,7,2,2,0,0
1,4,13,0,2,6,0,34,9,2391,5,3,3,38,3,3,95,9,9,10,2,1,4,9,6,6,4,1,5
2,5,15,4,1,3,0,24,8,2363,5,3,4,143,3,4,118,7,7,7,10,1,10,7,9,4,4,0,0
2,7,17,2,1,0,36,22,7,8432,2,3,3,39,0,3,53,5,4,8,2,10,4,9,6,9,8,0,0
2,1,5,4,0,8,37,10,16,4309,1,1,2,28,1,2,79,2,3,8,10,3,2,3,6,10,10,0,3
1,8,18,1,3,9,8,31,19,6647,2,2,5,89,1,3,67,1,2,8,2,4,3,7,6,7,7,2,0
1,9,21,3,3,9,45,22,15,951,1,3,2,74,1,3,103,4,6,2,5,3,5,7,5,7,6,2,4
2,1,20,2,1,6,35,24,3,3467,1,3,5,49,0,5,52,5,5,4,10,1,2,9,6,3,4,0,4
0,0,14,0,3,10,16,9,2,3254,4,1,1,78,2,1,23,8,1,10,6,9,1,1,10,2,7,0,5
2,2,11,4,3,9,27,25,13,1485,3,0,3,79,3,4,61,9,10,5,2,8,1,6,5,7,6,0,5
0,9,7,3,3,9,40,31,11,5903,5,3,2,148,1,0,117,1,7,10,9,1,8,10,9,4,10,0,3
0,3,15,0,2,3,37,18,4,4071,2,0,2,52,3,4,53,7,1,8,6,2,10,4,2,3,5,0,0
0,0,25,5,1,6,24,31,9,5504,5,1,2,129,0,3,99,5,8,9,8,4,2,3,8,4,9,0,1
2,0,2,4,1,5,21,32,10,7745,3,2,5,135,3,1,84,3,8,8,6,9,7,10,4,6,9,0,2
2,2,13,1,2,2,14,12,15,252,4,1,1,45,0,0,46,5,1,9,1,3,4,4,3,6,6,1,5
2,9,9,5,0,5,15,35,11,5899,5,1,5,45,0,1,69,3,3,9,5,4,10,5,10,5,7,0,3
2,1,21,0,2,1,41,27,0,108,5,0,2,132,2,2,64,1,9,3,1,4,4,10,1,5,2,0,4
1,5,30,1,2,9,9,30,4,3014,2,2,3,98,0,3,54,10,3,6,4,8,1,6,3,5,4,0,1
2,5,22,2,3,5,14,45,16,4076,1,0,5,62,3,4,89,10,3,3,7,6,5,7,2,7,4,2,4
0,5,26,5,2,0,34,0,20,8745,2,2,3,40,0,4,126,1,10,8,2,9,10,10,5,2,7,0,1
0,5,24,4,1,3,43,39,0,7431,3,1,5,117,2,3,118,5,5,4,7,9,5,2,3,9,3,0,4
1,9,13,4,1,5,11,31,6,2695,2,0,3,88,3,2,54,9,2,6,8,1,8,3,2,1,4,1,5
0,5,16,5,2,9,40,44,11,8740,3,2,4,89,2,5,73,7,2,5,8,7,10,10,10,5,10,0,0
2,8,29,0,3,1,9,23,4,2647,1,2,1,39,1,0,131,1,4,5,10,1,8,5,2,6,3,2,1
2,5,11,1,1,3,27,10,1,3725,1,0,1,87,3,3,22,4,1,5,8,6,10,10,8,1,3,1,5
1,7,17,1,0,3,31,50,14,6340,1,2,5,140,1,4,49,8,6,8,2,6,3,3,2,3,5,0,0
0,8,20,2,1,10,50,21,17,7488,3,3,4,43,0,0,56,8,5,10,10,2,10,1,8,5,1,0,4
1,2,26,3,3,8,44,46,10,3264,2,3,2,107,2,2,89,9,6,2,9,1,4,9,2,2,9,2,1
2,7,7,5,1,3,14,24,5,8798,3,1,4,114,2,2,131,7,10,9,3,2,5,8,9,9,4,0,3
0,7,10,0,0,0,17,43,12,1648,4,2,5,38,3,4,136,2,2,10,2,10,3,8,4,3,4,0,5
1,3,22,4,0,6,34,33,13,2867,5,0,2,25,0,1,21,7,1,1,7,4,4,1,2,5,10,0,4
0,5,12,3,1,0,15,48,3,3471,4,0,3,41,0,5,84,4,8,4,2,8,5,3,9,10,3,1,5
1,8,23,4,1,10,6,33,7,563,5,2,1,71,0,5,70,2,5,7,7,8,7,10,9,9,10,0,4
2,9,8,2,2,1,48,47,19,1643,1,2,4,83,3,4,20,8,4,6,2,9,7,8,5,5,6,0,3
1,2,17,1,0,5,26,46,4,1083,5,3,5,48,1,1,95,2,9,6,7,2,4,9,1,10,1,0,0
0,4,10,0,0,0,17,43,12,1648,4,2,5,38,3,4,136,2,2,10,2,10,3,8,4,3,4,0,5
1,5,12,4,3,9,1,11,15,1824,3,3,2,139,1,2,29,3,4,5,6,2,3,10,1,1,9,0,5
2,3,22,5,2,1,50,30,15,7348,4,2,3,125,3,1,120,7,9,10,4,2,6,4,8,5,1,0,4
2,7,17,5,2,5,2,10,7,9984,3,3,2,73,2,4,78,8,7,5,6,6,10,9,10,9,7,0,0
0,9,25,5,1,6,24,31,9,5504,5,1,2,129,0,3,99,5,8,9,8,4,2,3,8,4,9,0,1
1,5,1,0,0,0,5,9,11,4414,2,2,1,120,1,1,59,9,4,5,4,9,9,7,5,9,9,0,2
2,7,11,5,2,1,42,8,14,5612,5,1,2,75,3,1,40,4,9,3,2,2,8,5,10,3,3,1,5
0,7,3,2,0,2,39,3,17,757,3,3,4,83,3,2,116,7,9,2,2,6,4,9,2,3,10,0,2
0,4,27,3,3,10,46,36,17,7446,1,0,5,73,0,3,86,5,2,4,3,10,8,9,8,8,2,2,1
2,2,8,4,2,2,16,43,10,3093,4,3,2,135,1,2,74,9,3,1,6,3,8,7,4,10,4,0,3
0,2,10,0,1,6,24,27,2,8674,5,2,4,69,2,5,45,8,10,8,7,10,3,2,3,3,1,1,5
1,1,10,1,3,5,35,2,12,5566,5,1,1,68,3,0,132,6,1,7,6,10,10,3,10,10,6,0,5
0,7,12,3,1,0,15,48,3,3471,4,0,3,41,0,5,84,4,8,4,2,8,5,3,9,10,3,1,5
0,4,5,3,3,7,27,8,5,6661,4,3,4,61,1,4,120,4,1,4,8,2,8,10,7,8,3,0,3
0,8,8,4,3,9,16,6,10,7603,5,2,4,130,1,4,22,3,10,4,7,6,6,8,10,9,1,0,3
2,4,9,1,1,7,14,15,14,1005,5,3,4,40,0,1,79,2,6,1,8,1,8,7,4,2,6,0,3
0,6,12,1,3,3,7,17,17,6466,3,3,4,52,0,3,135,7,8,9,5,9,7,3,3,8,2,0,5
0,3,3,5,2,4,13,2,8,5208,5,3,5,60,0,3,131,2,3,1,6,4,3,10,6,4,1,0,2
0,6,15,5,2,9,17,10,1,387,1,3,1,65,0,5,42,1,7,3,9,2,9,6,7,5,9,0,0
0,5,13,3,3,7,3,32,7,4265,4,0,5,44,0,0,145,4,4,4,2,8,10,6,10,5,9,0,5
2,2,29,4,2,2,26,38,13,8485,4,2,3,40,2,2,27,6,6,8,6,1,7,2,3,8,9,0,1
0,9,18,2,1,5,7,38,1,6731,5,1,3,54,1,0,73,2,2,5,9,2,1,9,8,9,2,0,0
1,3,25,2,2,4,44,23,11,5637,4,0,2,83,0,0,147,5,5,5,7,9,2,9,6,10,9,0,1
0,3,30,0,1,6,22,41,10,5956,2,0,2,111,2,1,43,6,2,2,8,9,3,3,2,7,10,0,1
1,2,30,3,1,2,3,16,6,5705,5,1,1,67,3,4,39,8,8,5,6,1,10,9,8,3,10,0,1
0,6,27,1,2,8,12,44,8,6999,2,1,5,34,0,2,127,4,1,2,1,5,6,3,10,9,9,0,1
1,7,29,1,0,2,25,23,2,509,3,0,1,125,0,1,147,3,4,8,5,8,9,10,8,5,6,0,1
0,0,5,1,1,10,37,0,4,5598,3,3,4,92,0,1,24,6,1,9,1,2,9,2,6,9,6,0,3
2,7,27,0,1,9,12,4,6,5013,5,1,5,39,2,3,130,5,8,10,4,4,6,8,2,10,7,0,1
0,8,1,1,2,5,32,17,1,4294,5,1,4,50,2,1,138,2,9,9,7,7,2,7,1,10,8,0,2
1,4,3,1,2,8,4,30,5,4487,4,0,1,83,0,3,89,10,7,2,10,7,5,6,3,3,4,0,2
1,3,30,1,0,4,6,40,5,5335,4,2,1,70,1,1,114,9,2,9,10,8,5,10,3,4,10,0,1
0,2,1,5,1,0,24,2,5,888,4,2,2,142,3,4,50,6,4,9,2,4,2,7,4,2,7,0,2
1,6,17,5,2,8,37,38,13,6254,3,2,1,28,1,0,58,2,2,9,4,3,9,5,7,7,5,0,0
2,1,15,2,2,5,19,3,0,7249,5,0,2,96,1,0,81,7,7,1,9,8,9,9,8,5,2,0,0
1,0,21,1,0,6,40,36,6,9134,4,3,4,34,0,4,49,1,8,1,5,2,9,3,2,10,9,0,4
2,7,11,0,2,4,38,8,8,7645,2,3,1,59,0,3,82,4,4,5,9,10,6,2,8,1,8,1,5
2,6,11,1,3,5,43,30,19,9165,3,1,5,74,1,3,75,10,10,6,10,7,6,2,9,8,3,0,5
1,2,12,2,3,1,30,31,9,325,5,0,5,78,2,1,27,3,7,5,1,7,8,1,2,7,2,0,5
0,6,27,4,1,1,4,39,6,9567,5,0,3,69,1,0,91,2,4,7,3,9,1,8,7,4,1,0,1
1,2,5,4,0,2,18,37,10,5058,1,2,4,81,1,1,24,3,10,2,3,4,6,3,9,5,7,0,3
2,0,17,5,2,5,2,10,7,9984,3,3,2,73,2,4,78,8,7,5,6,6,10,9,10,9,7,0,0
2,6,19,2,2,1,5,44,20,4126,3,3,2,111,1,1,63,5,7,8,1,4,10,6,10,2,3,0,0
1,1,5,5,1,5,8,39,6,9173,5,0,2,46,1,1,92,7,10,7,3,1,2,1,7,3,4,0,3
